inv_number,customer_id,InvoiceDate,Stockcodenew,Description,new_quantity,UnitPrice,TotalPrice
540680,15311,24:00.0,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,6.45,6.45
540680,15311,24:00.0,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1,1.25,1.25
540681,NULL,25:00.0,15034,PAPER POCKET TRAVELING FAN,2,0.85,1.7
540681,NULL,25:00.0,15036,ASSORTED COLOURS SILK FAN,4,1.28,5.12
540681,NULL,25:00.0,17084,FAIRY DREAMS INCENSE,4,0.43,1.72
540681,NULL,25:00.0,20653,CHERRY BLOSSOM LUGGAGE TAG,1,0.85,0.85
540681,NULL,25:00.0,20655,QUEEN OF SKIES LUGGAGE TAG,2,0.85,1.7
540681,NULL,25:00.0,21220,SET/4 BADGES DOGS,1,0.85,0.85
540681,NULL,25:00.0,21407,BROWN CHECK CAT DOORSTOP,1,8.47,8.47
540681,NULL,25:00.0,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,2.51,2.51
540681,NULL,25:00.0,21676,FLOWERS  STICKERS,1,0.81,0.81
540681,NULL,25:00.0,21708,FOLDING UMBRELLA CREAM POLKADOT,1,3.36,3.36
540681,NULL,25:00.0,21882,SKULLS TAPE,2,0.43,0.86
540681,NULL,25:00.0,21888,BINGO SET,1,7.62,7.62
540681,NULL,25:00.0,22257,FELT FARM ANIMAL SHEEP,1,0.85,0.85
540681,NULL,25:00.0,22322,BIRD DECORATION GREEN POLKADOT,2,0.81,1.62
540681,NULL,25:00.0,22377,BOTTLE BAG RETROSPOT,2,1.66,3.32
540681,NULL,25:00.0,22471,TV DINNER TRAY AIR HOSTESS,1,4.21,4.21
540681,NULL,25:00.0,22473,TV DINNER TRAY VINTAGE PAISLEY,2,4.21,8.42
540681,NULL,25:00.0,35648,VINTAGE BEAD PINK PURSE,2,1.66,3.32
540681,NULL,25:00.0,35915,PEACH KNITTED HEN,1,3.36,3.36
540681,NULL,25:00.0,47585,PINK FAIRY CAKE CUSHION COVER,2,4.21,8.42
540681,NULL,25:00.0,82581,TOILET METAL SIGN,1,1.28,1.28
540681,NULL,25:00.0,82613,METAL SIGN CUPCAKE SINGLE HOOK,8,0.85,6.8
540681,NULL,25:00.0,84078,SET/4 WHITE RETRO STORAGE CUBES,1,76.55,76.55
540681,NULL,25:00.0,84313,BLUE TV TRAY TABLE,2,5.91,11.82
540681,NULL,25:00.0,84356,POMPOM CURTAIN,1,5.91,5.91
540681,NULL,25:00.0,84660,PINK STITCHED WALL CLOCK,2,3.36,6.72
540681,NULL,25:00.0,84951,SET OF 4 PISTACHIO LOVEBIRD COASTER,1,1.66,1.66
540681,NULL,25:00.0,85053,FRENCH ENAMEL CANDLEHOLDER,1,4.21,4.21
540681,NULL,25:00.0,85087,CANDY SPOT CUSHION COVER,1,3.36,3.36
540681,NULL,25:00.0,85099,JUMBO BAG RED RETROSPOT,3,4.21,12.63
540681,NULL,25:00.0,85184,S/4 VALENTINE DECOUPAGE HEART BOX,3,3.36,10.08
540687,15867,18:00.0,20681,PINK POLKADOT CHILDRENS UMBRELLA,2,3.25,6.5
540687,15867,18:00.0,21500,PINK POLKADOT WRAP,25,0.42,10.5
540687,15867,18:00.0,48173,DOORMAT BLACK FLOCK,2,7.95,15.9
540689,17450,43:00.0,21733,RED HANGING HEART T-LIGHT HOLDER,860,3.24,2786.4
540689,17450,43:00.0,22469,HEART OF WICKER SMALL,1356,1.93,2617.08
540689,17450,43:00.0,22470,HEART OF WICKER LARGE,1284,3.21,4121.64
540690,13473,45:00.0,85014,BLACK/BLUE POLKADOT UMBRELLA,3,5.95,17.85
540691,17450,50:00.0,21181,PLEASE ONE PERSON METAL SIGN,48,2.4,115.2
540691,17450,50:00.0,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,1.49,17.88
540691,17450,50:00.0,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,1.49,17.88
540691,17450,50:00.0,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2.22,26.64
540691,17450,50:00.0,22887,NUMBER TILE VINTAGE FONT 8,16,2.17,34.72
540692,14320,12:00.0,10125,MINI FUNKY DESIGN TAPES,20,0.42,8.4
540692,14320,12:00.0,21791,VINTAGE HEADS AND TAILS CARD GAME,12,1.25,15
540696,NULL,14:00.0,84562,,1,0,0
540697,16670,20:00.0,22113,GREY HEART HOT WATER BOTTLE,4,3.75,15
540697,16670,20:00.0,22297,HEART IVORY TRELLIS SMALL,24,1.25,30
540697,16670,20:00.0,22358,KINGS CHOICE TEA CADDY,6,2.95,17.7
540698,17450,24:00.0,21174,POTTERING IN THE SHED METAL SIGN,48,2.16,103.68
540698,17450,24:00.0,21621,VINTAGE UNION JACK BUNTING,186,8.87,1649.82
540698,17450,24:00.0,21906,PHARMACIE FIRST AID TIN,114,7.13,812.82
540698,17450,24:00.0,22120,WELCOME  WOODEN BLOCK LETTERS,20,10.13,202.6
540698,17450,24:00.0,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,6,1.49,8.94
540698,17450,24:00.0,22844,VINTAGE CREAM DOG FOOD CONTAINER,16,9.16,146.56
540698,17450,24:00.0,22845,VINTAGE CREAM CAT FOOD CONTAINER,16,6.91,110.56
540698,17450,24:00.0,22853,CAT BOWL VINTAGE CREAM,16,3.45,55.2
540700,12393,47:00.0,20726,LUNCH BAG WOODLAND,20,1.65,33
540700,12393,47:00.0,20728,LUNCH BAG CARS BLUE,20,1.65,33
540700,12393,47:00.0,21578,WOODLAND DESIGN  COTTON TOTE BAG,12,2.25,27
540700,12393,47:00.0,22383,LUNCH BAG SUKI  DESIGN,10,1.65,16.5
540701,15640,48:00.0,22077,6 RIBBONS RUSTIC CHARM,24,1.65,39.6
540702,13491,58:00.0,35004,SET OF 3 COLOURED  FLYING DUCKS,3,5.45,16.35
540703,14135,58:00.0,21503,TOYBOX  WRAP,25,0.42,10.5
540703,14135,58:00.0,22417,PACK OF 60 SPACEBOY CAKE CASES,120,0.42,50.4
540704,17742,04:00.0,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,21.95,21.95
540704,17742,04:00.0,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,6,2.95,17.7
540704,17742,04:00.0,21781,MA CAMPAGNE CUTLERY BOX,1,14.95,14.95
540732,16122,19:00.0,22264,FELT FARM ANIMAL WHITE BUNNY,48,0.19,9.12
540732,16122,19:00.0,82001,VINYL RECORD FRAME SILVER,4,3.75,15
540750,16351,26:00.0,20712,JUMBO BAG WOODLAND ANIMALS,10,1.95,19.5
540750,16351,26:00.0,20726,LUNCH BAG WOODLAND,10,1.65,16.5
540769,12601,38:00.0,POST,POSTAGE,1,18,18
540770,13468,40:00.0,21627,ELEPHANT CARNIVAL POUFFE,1,14.95,14.95
540779,15346,18:00.0,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2.1,12.6
540779,15346,18:00.0,22491,PACK OF 12 COLOURED PENCILS,12,0.85,10.2
540779,15346,18:00.0,22652,TRAVEL SEWING KIT,10,1.65,16.5
540780,14299,19:00.0,22865,HAND WARMER OWL DESIGN,24,2.1,50.4
540782,15370,32:00.0,22701,PINK DOG BOWL,6,2.95,17.7
540786,15194,42:00.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,4.95,4.95
540795,13078,00:00.0,21754,HOME BUILDING BLOCK WORD,3,5.95,17.85
540795,13078,00:00.0,21871,SAVE THE PLANET MUG,12,1.25,15
540795,13078,00:00.0,22041,"RECORD FRAME 7"" SINGLE SIZE ",12,2.55,30.6
540795,13078,00:00.0,22191,IVORY DINER WALL CLOCK,2,8.5,17
540798,17365,11:00.0,15036,ASSORTED COLOURS SILK FAN,12,0.75,9
540798,17365,11:00.0,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,6,3.75,22.5
540798,17365,11:00.0,20985,HEART CALCULATOR,6,1.25,7.5
540798,17365,11:00.0,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,1.25,1.25
540798,17365,11:00.0,21206,STRAWBERRY HONEYCOMB  GARLAND,1,1.65,1.65
540798,17365,11:00.0,22273,FELTCRAFT DOLL MOLLY,2,2.95,5.9
540798,17365,11:00.0,22445,PENCIL CASE LIFE IS BEAUTIFUL,2,2.95,5.9
540798,17365,11:00.0,22549,PICTURE DOMINOES,5,1.45,7.25
540798,17365,11:00.0,22750,FELTCRAFT PRINCESS LOLA DOLL,3,3.75,11.25
540798,17365,11:00.0,22751,FELTCRAFT PRINCESS OLIVIA DOLL,3,3.75,11.25
540801,12540,25:00.0,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,1.45,17.4
540801,12540,25:00.0,21497,FANCY FONTS BIRTHDAY WRAP,25,0.42,10.5
540801,12540,25:00.0,22078,RIBBON REEL LACE DESIGN,10,2.1,21
540801,12540,25:00.0,22082,RIBBON REEL STRIPES DESIGN,10,1.65,16.5
540801,12540,25:00.0,22619,SET OF 6 SOLDIER SKITTLES,8,3.75,30
540801,12540,25:00.0,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,9.95,39.8
540801,12540,25:00.0,85019,BLOSSOM  IMAGES NOTEBOOK SET,6,4.25,25.5
540801,12540,25:00.0,POST,POSTAGE,6,28,168
540803,14669,30:00.0,21124,SET/10 BLUE POLKADOT PARTY CANDLES,6,1.25,7.5
540803,14669,30:00.0,22194,BLACK DINER WALL CLOCK,2,8.5,17
540803,14669,30:00.0,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,3.95,11.85
540803,14669,30:00.0,22961,JAM MAKING SET PRINTED,6,1.45,8.7
540803,14669,30:00.0,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4
540803,14669,30:00.0,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,24,0.55,13.2
540813,14669,41:00.0,20698,LITTLE PINK MONSTER SOFT TOY,2,2.55,5.1
540813,14669,41:00.0,20984,12 PENCILS TALL TUBE POSY,3,0.85,2.55
540813,14669,41:00.0,21114,LAVENDER SCENTED FABRIC HEART,10,1.25,12.5
540813,14669,41:00.0,21452,TOADSTOOL MONEY BOX,2,2.95,5.9
540813,14669,41:00.0,21485,RETROSPOT HEART HOT WATER BOTTLE,2,4.95,9.9
540813,14669,41:00.0,22469,HEART OF WICKER SMALL,3,1.65,4.95
540813,14669,41:00.0,22562,MONSTERS STENCIL CRAFT,3,1.25,3.75
540813,14669,41:00.0,84507,BLUE CIRCLES DESIGN MONKEY DOLL,2,2.55,5.1
540815,15749,55:00.0,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3114,2.1,6539.4
540816,15518,55:00.0,21484,CHICK GREY HOT WATER BOTTLE,2,3.45,6.9
540816,15518,55:00.0,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,0.42,2.52
540816,15518,55:00.0,22616,PACK OF 12 LONDON TISSUES,36,0.29,10.44
540816,15518,55:00.0,22716,CARD CIRCUS PARADE,12,0.42,5.04
540816,15518,55:00.0,22750,FELTCRAFT PRINCESS LOLA DOLL,1,3.75,3.75
540816,15518,55:00.0,22900,SET 2 TEA TOWELS I LOVE LONDON,10,2.95,29.5
540816,15518,55:00.0,22988,SOLDIERS EGG CUP,12,1.25,15
540816,15518,55:00.0,84030,ENGLISH ROSE HOT WATER BOTTLE,1,4.25,4.25
540817,14209,56:00.0,21733,RED HANGING HEART T-LIGHT HOLDER,6,2.95,17.7
540817,14209,56:00.0,22822,CREAM WALL PLANTER HEART SHAPED,2,5.95,11.9
540818,15749,57:00.0,47556,TEA TIME TEA TOWELS,1300,2.55,3315
540819,15518,06:00.0,22660,DOORMAT I LOVE LONDON,3,7.95,23.85
540821,NULL,16:00.0,10135,COLOURING PENCILS BROWN TUBE,8,1.28,10.24
540821,NULL,16:00.0,20696,FLORAL SOFT CAR TOY,1,3.36,3.36
540821,NULL,16:00.0,20719,WOODLAND CHARLOTTE BAG,2,1.66,3.32
540821,NULL,16:00.0,20819,SILVER TEDDY BEAR,3,2.51,7.53
540821,NULL,16:00.0,20832,RED FLOCK LOVE HEART PHOTO FRAME,1,0.81,0.81
540821,NULL,16:00.0,21219,SET/4 BADGES BALLOON GIRL,3,0.85,2.55
540821,NULL,16:00.0,21481,FAWN BLUE HOT WATER BOTTLE,1,5.91,5.91
540821,NULL,16:00.0,21631,HIPPY CHIC DECORATIVE PARASOL,1,8.47,8.47
540821,NULL,16:00.0,21731,RED TOADSTOOL LED NIGHT LIGHT,1,3.36,3.36
540821,NULL,16:00.0,21754,HOME BUILDING BLOCK WORD,1,11.87,11.87
540821,NULL,16:00.0,21916,SET 12 RETRO WHITE CHALK STICKS,1,0.85,0.85
540821,NULL,16:00.0,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,4.21,4.21
540821,NULL,16:00.0,21948,SET OF 6 CAKE CHOPSTICKS,2,1.28,2.56
540821,NULL,16:00.0,21990,MODERN FLORAL STATIONERY SET,4,2.51,10.04
540821,NULL,16:00.0,22027,TEA PARTY BIRTHDAY CARD,1,0.85,0.85
540821,NULL,16:00.0,22035,VINTAGE CARAVAN GREETING CARD,1,0.85,0.85
540821,NULL,16:00.0,22037,ROBOT BIRTHDAY CARD,1,0.85,0.85
540821,NULL,16:00.0,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,5.91,5.91
540821,NULL,16:00.0,22070,SMALL RED RETROSPOT MUG IN BOX,1,3.36,3.36
540821,NULL,16:00.0,22074,6 RIBBONS SHIMMERING PINKS,5,0.85,4.25
540821,NULL,16:00.0,22197,SMALL POPCORN HOLDER,5,1.66,8.3
540821,NULL,16:00.0,22201,FRYING PAN BLUE POLKADOT,1,3.36,3.36
540821,NULL,16:00.0,22210,WOOD STAMP SET BEST WISHES,2,1.66,3.32
540821,NULL,16:00.0,22219,LOVEBIRD HANGING DECORATION WHITE,7,1.66,11.62
540821,NULL,16:00.0,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,3,0.81,2.43
540821,NULL,16:00.0,22381,TOY TIDY PINK POLKADOT,1,4.21,4.21
540821,NULL,16:00.0,22616,PACK OF 12 LONDON TISSUES,3,0.85,2.55
540821,NULL,16:00.0,37495,FAIRY CAKE BIRTHDAY CANDLE SET,1,7.62,7.62
540821,NULL,16:00.0,47310,"SMALL POP BOX,FUNKY MONKEY",2,1.66,3.32
540821,NULL,16:00.0,79190,RETRO PLASTIC DAISY TRAY,2,0.85,1.7
540821,NULL,16:00.0,82482,WOODEN PICTURE FRAME WHITE FINISH,1,5.06,5.06
540821,NULL,16:00.0,84870,GREEN GEISHA GIRL,3,2.51,7.53
540821,NULL,16:00.0,84913,SOFT PINK ROSE TOWEL,5,3.36,16.8
540821,NULL,16:00.0,84968,SET OF 16 VINTAGE SKY BLUE CUTLERY,7,8.47,59.29
540821,NULL,16:00.0,85114,RED ENCHANTED FOREST PLACEMAT,2,3.36,6.72
540821,NULL,16:00.0,85169,EAU DE NIL LOVE BIRD CANDLE,6,0.85,5.1
540821,NULL,16:00.0,85202,HANGING WOOD AND FELT HEART,3,0.43,1.29
540821,NULL,16:00.0,90040,MURANO STYLE GLASS BRACELET BLACK,1,3.81,3.81
540823,15569,26:00.0,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,3.75,3.75
540825,13672,54:00.0,79323,PINK CHERRY LIGHTS,4,6.75,27
540826,13102,00:00.0,21955,DOORMAT UNION JACK GUNS AND ROSES,4,7.95,31.8
540826,13102,00:00.0,22629,SPACEBOY LUNCH BOX,12,1.95,23.4
540826,13102,00:00.0,22630,DOLLY GIRL LUNCH BOX,12,1.95,23.4
540826,13102,00:00.0,22708,WRAP DOLLY GIRL,25,0.42,10.5
540826,13102,00:00.0,22710,WRAP I LOVE LONDON,25,0.42,10.5
540826,13102,00:00.0,22879,NUMBER TILE VINTAGE FONT 0,12,0.42,5.04
540826,13102,00:00.0,22883,NUMBER TILE VINTAGE FONT 4,12,0.42,5.04
540826,13102,00:00.0,22975,SPACEBOY CHILDRENS EGG CUP,12,1.25,15
540827,17569,15:00.0,22292,HANGING CHICK  YELLOW DECORATION,6,1.45,8.7
540827,17569,15:00.0,22371,AIRLINE BAG VINTAGE TOKYO 78,1,4.25,4.25
540827,17569,15:00.0,22412,METAL SIGN NEIGHBOURHOOD WITCH,4,2.1,8.4
540829,13784,38:00.0,22151,PLACE SETTING WHITE HEART,72,0.42,30.24
540832,NULL,42:00.0,20712,JUMBO BAG WOODLAND ANIMALS,33,4.96,163.68
540832,NULL,42:00.0,20963,APPLE BATH SPONGE,2,2.46,4.92
540832,NULL,42:00.0,20966,SANDWICH BATH SPONGE,1,2.46,2.46
540832,NULL,42:00.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS,9,2.46,22.14
540832,NULL,42:00.0,21238,RED RETROSPOT CUP,2,1.63,3.26
540832,NULL,42:00.0,21327,SKULLS WRITING SET,4,2.46,9.84
540832,NULL,42:00.0,21668,RED STRIPE CERAMIC DRAWER KNOB,4,2.46,9.84
540832,NULL,42:00.0,21934,SKULL SHOULDER BAG,6,3.29,19.74
540832,NULL,42:00.0,21976,PACK OF 60 MUSHROOM CAKE CASES,4,2.08,8.32
540832,NULL,42:00.0,22077,6 RIBBONS RUSTIC CHARM,6,4.13,24.78
540832,NULL,42:00.0,22111,SCOTTIE DOG HOT WATER BOTTLE,13,5.79,75.27
540832,NULL,42:00.0,22557,PLASTERS IN TIN VINTAGE PAISLEY,2,3.29,6.58
540832,NULL,42:00.0,22652,TRAVEL SEWING KIT,7,4.13,28.91
540832,NULL,42:00.0,22654,DELUXE SEWING KIT,14,12.46,174.44
540832,NULL,42:00.0,22692,DOORMAT WELCOME TO OUR HOME,1,16.63,16.63
540832,NULL,42:00.0,22727,ALARM CLOCK BAKELIKE RED,3,8.29,24.87
540832,NULL,42:00.0,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,10.79,10.79
540832,NULL,42:00.0,35970,ZINC FOLKART SLEIGH BELLS,3,4.13,12.39
540832,NULL,42:00.0,47559,TEA TIME OVEN GLOVE,4,3.29,13.16
540832,NULL,42:00.0,84029,KNITTED UNION FLAG HOT WATER BOTTLE,6,8.29,49.74
540834,14733,50:00.0,21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,2,5.45,10.9
540834,14733,50:00.0,21539,RED RETROSPOT BUTTER DISH,2,4.95,9.9
540834,14733,50:00.0,22499,WOODEN UNION JACK BUNTING,4,5.95,23.8
540834,14733,50:00.0,47559,TEA TIME OVEN GLOVE,6,1.25,7.5
540834,14733,50:00.0,72741,GRAND CHOCOLATECANDLE,18,1.45,26.1
540834,14733,50:00.0,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,5.55,66.6
540834,14733,50:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,81.6
540835,12724,00:00.0,22418,10 COLOUR SPACEBOY PEN,24,0.85,20.4
540838,13862,13:00.0,20735,BLACK MINI TAPE MEASURE,10,0.85,8.5
540838,13862,13:00.0,21746,SMALL RED RETROSPOT WINDMILL,12,1.25,15
540838,13862,13:00.0,22961,JAM MAKING SET PRINTED,12,1.45,17.4
540839,16791,42:00.0,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,1.25,1.25
540839,16791,42:00.0,22195,LARGE HEART MEASURING SPOONS,2,1.65,3.3
540839,16791,42:00.0,22292,HANGING CHICK  YELLOW DECORATION,3,1.45,4.35
540839,16791,42:00.0,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,4.95,4.95
540839,16791,42:00.0,22699,ROSES REGENCY TEACUP AND SAUCER,1,2.95,2.95
540839,16791,42:00.0,72802,ROSE SCENT CANDLE IN JEWELLED BOX,1,4.25,4.25
540840,16235,42:00.0,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,4.65,18.6
540845,16191,57:00.0,22970,LONDON BUS COFFEE MUG,4,2.1,8.4
540848,NULL,26:00.0,20665,RED RETROSPOT PURSE,2,5.91,11.82
540848,NULL,26:00.0,20717,STRAWBERRY SHOPPER BAG,11,0.85,9.35
540848,NULL,26:00.0,20801,LARGE PINK GLASS SUNDAE DISH,5,2.51,12.55
540848,NULL,26:00.0,21025,SPACE FROG,1,0.85,0.85
540848,NULL,26:00.0,21382,SET/4 SPRING FLOWER DECORATION,1,5.91,5.91
540848,NULL,26:00.0,21383,PACK OF 12 STICKY BUNNIES,1,1.66,1.66
540848,NULL,26:00.0,21617,4 LILY  BOTANICAL DINNER CANDLES,7,2.51,17.57
540848,NULL,26:00.0,21633,SUNFLOWER DECORATIVE PARASOL,1,8.47,8.47
540848,NULL,26:00.0,21703,BAG 125g SWIRLY MARBLES,1,0.85,0.85
540848,NULL,26:00.0,21708,FOLDING UMBRELLA CREAM POLKADOT,1,3.36,3.36
540848,NULL,26:00.0,21773,DECORATIVE ROSE BATHROOM BOTTLE,6,1.28,7.68
540848,NULL,26:00.0,21846,PINK DIAMANTE PEN IN GIFT BOX,1,1.66,1.66
540848,NULL,26:00.0,21880,RED RETROSPOT TAPE,5,0.43,2.15
540848,NULL,26:00.0,21881,CUTE CATS TAPE,2,0.43,0.86
540848,NULL,26:00.0,21916,SET 12 RETRO WHITE CHALK STICKS,1,0.85,0.85
540848,NULL,26:00.0,21934,SKULL SHOULDER BAG,3,1.66,4.98
540848,NULL,26:00.0,21943,CAKES AND RABBITS DESIGN FLANNEL,1,1.66,1.66
540848,NULL,26:00.0,21948,SET OF 6 CAKE CHOPSTICKS,1,1.28,1.28
540848,NULL,26:00.0,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,1.28,2.56
540848,NULL,26:00.0,22167,OVAL WALL MIRROR DIAMANTE,1,8.47,8.47
540848,NULL,26:00.0,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,4.21,4.21
540848,NULL,26:00.0,22210,WOOD STAMP SET BEST WISHES,2,1.66,3.32
540848,NULL,26:00.0,22247,BUNNY DECORATION MAGIC GARDEN,7,0.81,5.67
540848,NULL,26:00.0,22259,FELT FARM ANIMAL HEN,7,0.85,5.95
540848,NULL,26:00.0,22346,PARTY PIZZA DISH GREEN POLKADOT,14,0.43,6.02
540848,NULL,26:00.0,22377,BOTTLE BAG RETROSPOT,5,1.66,8.3
540848,NULL,26:00.0,22422,TOOTHPASTE TUBE PEN,2,1.28,2.56
540848,NULL,26:00.0,22469,HEART OF WICKER SMALL,2,3.36,6.72
540848,NULL,26:00.0,22476,EMPIRE UNION JACK TV DINNER TRAY,1,11.02,11.02
540848,NULL,26:00.0,22638,SET OF 4 NAPKIN CHARMS CROWNS,2,1.66,3.32
540848,NULL,26:00.0,22689,DOORMAT MERRY CHRISTMAS RED,1,14.43,14.43
540848,NULL,26:00.0,22697,GREEN REGENCY TEACUP AND SAUCER,1,5.91,5.91
540848,NULL,26:00.0,22757,LARGE RED BABUSHKA NOTEBOOK,1,2.51,2.51
540848,NULL,26:00.0,22777,GLASS CLOCHE LARGE,1,16.98,16.98
540848,NULL,26:00.0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,5.91,5.91
540848,NULL,26:00.0,37482,CUBIC MUG PINK POLKADOT,2,5.91,11.82
540848,NULL,26:00.0,47585,PINK FAIRY CAKE CUSHION COVER,2,4.21,8.42
540848,NULL,26:00.0,72800,4 IVORY DINNER CANDLES SILVER FLOCK,4,3.36,13.44
540848,NULL,26:00.0,79144,PAINTED LIGHTBULB RAINBOW DESIGN,1,0.84,0.84
540848,NULL,26:00.0,82580,BATHROOM METAL SIGN,3,1.28,3.84
540848,NULL,26:00.0,84086,PINK/PURPLE RETRO RADIO,1,2.51,2.51
540848,NULL,26:00.0,84510,SET OF 4 ENGLISH ROSE COASTERS,1,2.51,2.51
540848,NULL,26:00.0,84569,PACK 6 HEART/ICE-CREAM PATCHES,14,0.85,11.9
540848,NULL,26:00.0,84912,GREEN ROSE WASHBAG,2,3.36,6.72
540848,NULL,26:00.0,84915,HAND TOWEL PINK FLOWER AND DAISY,2,4.21,8.42
540848,NULL,26:00.0,85059,FRENCH ENAMEL WATER BASIN,9,3.36,30.24
540848,NULL,26:00.0,85163,BLACK BAROQUE WALL CLOCK,1,8.47,8.47
540848,NULL,26:00.0,85202,HANGING WOOD AND FELT HEART,24,0.43,10.32
540848,NULL,26:00.0,90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,1,5.09,5.09
540848,NULL,26:00.0,90087,CRYSTAL SEA HORSE PHONE CHARM,1,1.66,1.66
540848,NULL,26:00.0,90138,WHITE/PINK MINI CRYSTALS NECKLACE,1,5.51,5.51
540848,NULL,26:00.0,90190,GOLD/AMBER DROP EARRINGS W LEAF,2,2.96,5.92
540849,14270,33:00.0,21755,LOVE BUILDING BLOCK WORD,3,5.95,17.85
540849,14270,33:00.0,21756,BATH BUILDING BLOCK WORD,3,5.95,17.85
540849,14270,33:00.0,21790,VINTAGE SNAP CARDS,12,0.85,10.2
540849,14270,33:00.0,22120,WELCOME  WOODEN BLOCK LETTERS,3,9.95,29.85
540851,12523,43:00.0,22215,CAKE STAND WHITE TWO TIER LACE,2,8.5,17
540855,16353,14:00.0,70006,LOVE HEART POCKET WARMER,30,0.42,12.6
540855,16353,14:00.0,79321,CHILLI LIGHTS,72,4.25,306
540855,16353,14:00.0,82583,HOT BATHS METAL SIGN,12,2.1,25.2
540856,16655,16:00.0,21358,TOAST ITS - HAPPY BIRTHDAY,12,1.25,15
540856,16655,16:00.0,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2.55,15.3
540856,16655,16:00.0,22966,GINGERBREAD MAN COOKIE CUTTER,12,1.25,15
540856,16655,16:00.0,22977,DOLLY GIRL CHILDRENS EGG CUP,12,1.25,15
540857,16779,20:00.0,84988,SET OF 72 PINK HEART PAPER DOILIES,12,1.45,17.4
540859,17965,58:00.0,20748,KENSINGTON COFFEE SET,1,12.75,12.75
540859,17965,58:00.0,22312,OFFICE MUG WARMER POLKADOT,3,2.95,8.85
540859,17965,58:00.0,22440,BALLOON WATER BOMB PACK OF 35,10,0.42,4.2
540859,17965,58:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,17.7
540862,15953,18:00.0,21584,RETROSPOT SMALL TUBE MATCHES,2,1.65,3.3
540866,17324,21:00.0,20674,GREEN POLKADOT BOWL,16,1.25,20
540866,17324,21:00.0,21500,PINK POLKADOT WRAP,25,0.42,10.5
540907,13488,52:00.0,20728,LUNCH BAG CARS BLUE,10,1.65,16.5
540907,13488,52:00.0,22199,FRYING PAN RED RETROSPOT,4,4.25,17
540907,13488,52:00.0,22203,MILK PAN RED RETROSPOT,4,3.75,15
540907,13488,52:00.0,22382,LUNCH BAG SPACEBOY DESIGN,10,1.65,16.5
540907,13488,52:00.0,22480,RED TEA TOWEL CLASSIC DESIGN,12,1.25,15
540907,13488,52:00.0,22625,RED KITCHEN SCALES,2,8.5,17
540907,13488,52:00.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,4.95,14.85
540907,13488,52:00.0,22833,HALL CABINET WITH 3 DRAWERS,1,49.95,49.95
540907,13488,52:00.0,84997,PINK 3 PIECE POLKADOT CUTLERY SET,6,3.75,22.5
540915,13267,00:00.0,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,27.04
540937,14748,09:00.0,22654,DELUXE SEWING KIT,6,5.95,35.7
540940,18109,12:00.0,22469,HEART OF WICKER SMALL,5,1.65,8.25
540940,18109,12:00.0,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,14.95,14.95
540940,18109,12:00.0,84459,PINK METAL CHICKEN HEART,2,1.49,2.98
540940,18109,12:00.0,85066,CREAM SWEETHEART MINI CHEST,1,12.75,12.75
540943,17841,31:00.0,20662,FIRST CLASS HOLIDAY PURSE,1,2.95,2.95
